claim_id,company_id,policy_id,claim_ammount,approved_ammount,status,made_claim,eligiability
654,654,6,3721441,5348992,approved,true,false
655,655,2,3686726,2040170,rejected,false,true
656,656,1,6667547,549012,rejected,false,false
657,657,10,7218952,4448781,approved,true,false
658,658,10,7809891,7020648,rejected,true,true
659,659,8,1547912,7670881,approved,true,false
660,660,5,3967057,9680740,rejected,true,false
661,661,3,6597170,1448808,approved,true,true
662,662,8,9632291,5142281,approved,false,true
663,663,8,4732525,3451677,approved,true,false
664,664,7,2969839,3691291,approved,false,false
665,665,3,8848191,3583335,rejected,true,false
666,666,9,2184790,4882200,rejected,true,true
667,667,4,3976920,2199300,approved,false,false
668,668,2,1689456,4671682,rejected,true,false
669,669,10,5652480,3738736,rejected,true,false
670,670,3,9891636,7961417,rejected,true,false
671,671,8,1050053,3376312,approved,true,true
672,672,1,6441893,2422104,approved,false,false
673,673,3,599890,9982669,approved,false,true
674,674,5,9132995,734540,rejected,false,false
675,675,6,3468022,1255851,rejected,true,false
676,676,8,1435091,8435894,approved,true,true
677,677,10,8577819,5503276,rejected,false,false
678,678,8,476835,9190287,approved,true,true
679,679,1,8109071,9692751,rejected,false,true
680,680,5,6400104,196959,rejected,true,false
681,681,3,485612,3665822,rejected,true,true
682,682,10,8834087,5919652,rejected,true,true
683,683,6,911737,2530853,rejected,true,true
684,684,4,3700400,4973014,approved,true,true
685,685,5,1373870,4215903,approved,false,true
686,686,6,7382685,3604050,approved,false,true
687,687,8,9218531,9411449,approved,false,true
688,688,10,5567497,3833118,rejected,false,true
689,689,2,974375,4917607,rejected,true,false
690,690,10,5472016,7346144,rejected,true,false
691,691,7,4651876,2318519,approved,true,true
692,692,10,5270909,5215446,approved,true,true
693,693,8,1402858,1298461,approved,false,true
694,694,4,2592789,5309994,rejected,true,true
695,695,6,480177,9687601,rejected,false,false
696,696,3,2951210,5510492,rejected,false,false
697,697,9,8069476,2373005,approved,true,true
698,698,7,6050483,8311863,rejected,true,true
699,699,8,9109814,859062,approved,false,false
700,700,6,1131974,9625185,approved,true,true
701,701,2,6993603,4458573,approved,false,true
702,702,3,545166,1185033,rejected,false,false
703,703,2,9354770,1902183,rejected,false,false
704,704,8,8143697,4020465,rejected,false,false
705,705,8,9468290,896712,rejected,true,false
706,706,5,7448453,4050915,approved,true,true
707,707,7,8747521,5721919,rejected,true,true
708,708,7,3480754,5223387,rejected,true,false
709,709,4,524263,7038455,approved,false,false
710,710,4,5805930,3393560,rejected,false,false
711,711,2,1901576,7166030,rejected,false,true
712,712,5,3765527,5467753,rejected,true,true
713,713,10,5155617,4126584,approved,false,false
714,714,7,444463,7923590,approved,false,true
715,715,7,4786756,6602524,approved,false,true
716,716,5,2064735,487254,rejected,false,true
717,717,4,7812485,6262367,rejected,false,false
718,718,6,1027651,4335828,approved,false,false
719,719,1,8197694,7099353,rejected,false,true
720,720,7,9958145,8391301,approved,false,true
721,721,8,1911985,1720152,rejected,false,false
722,722,2,7784875,8102240,approved,false,true
723,723,7,6385204,6678905,rejected,true,false
724,724,4,5516205,6931335,rejected,true,false
725,725,8,2344041,3112658,rejected,true,false
726,726,6,6758002,7097644,approved,true,true
727,727,5,2910644,4514008,rejected,true,true
728,728,9,3438691,6411488,rejected,true,false
729,729,1,2530545,3180325,rejected,true,true
730,730,9,4743635,9106668,approved,false,true
731,731,6,3552051,1623752,approved,true,true
732,732,6,7960012,7419208,approved,true,false
733,733,2,9866075,3769585,rejected,true,false
734,734,1,9996038,2245792,approved,true,true
735,735,3,2037136,5826983,rejected,true,false
736,736,4,2417295,2171436,approved,false,true
737,737,9,6100573,3707481,rejected,false,true
738,738,7,9485927,7766710,approved,true,true
739,739,4,4127668,3206046,approved,true,true
740,740,8,6797944,9110342,rejected,true,true
741,741,2,8782554,8211196,rejected,true,false
742,742,3,6730082,3787304,rejected,true,false
743,743,4,2077899,8670095,rejected,true,true
744,744,9,5607192,873291,approved,false,false
745,745,3,9994371,4965535,approved,false,true
746,746,9,4202750,2884919,approved,false,true
747,747,1,4104836,4297817,approved,false,false
748,748,10,9923531,9287636,approved,true,true
749,749,1,8926380,327643,approved,false,true
750,750,10,575664,5751208,approved,true,false
751,751,7,7711723,5844706,approved,true,false
752,752,4,334509,8967978,approved,false,true
753,753,5,2367554,6580845,approved,true,true
754,754,2,2760450,1195841,approved,false,false
755,755,6,950571,3225476,rejected,false,false
756,756,3,8154547,860388,approved,true,false
757,757,2,1023245,6485886,rejected,false,false
758,758,8,5432463,7326791,approved,true,false
759,759,7,9224122,6833362,rejected,true,true
760,760,6,1889249,158007,approved,true,true
761,761,8,5901666,5352355,approved,false,true
762,762,7,2210114,7155085,rejected,false,false
763,763,9,9160436,4874960,approved,false,true
764,764,10,3838091,8827664,rejected,true,true
765,765,8,9516267,1960547,rejected,true,false
766,766,1,7306834,6646947,rejected,false,true
767,767,9,6894724,2440380,rejected,true,true
768,768,10,4908874,3225882,approved,false,false
769,769,9,1984972,407585,approved,true,false
770,770,7,4899645,9639137,rejected,true,false
771,771,5,6498190,1265159,approved,false,true
772,772,10,8434230,1997988,approved,false,false
773,773,3,7534654,1204853,rejected,true,true
774,774,1,1543152,6504919,approved,true,false
775,775,2,7268425,946645,rejected,false,false
776,776,6,468865,2952002,approved,false,false
777,777,10,8570543,2269244,approved,true,false
778,778,8,3343950,3124404,approved,true,false
779,779,2,6102357,3118595,approved,true,false
780,780,6,1833663,5897373,rejected,false,false
781,781,1,7180523,2803521,approved,true,false
782,782,5,4463892,7556511,rejected,false,false
783,783,8,8293814,291802,approved,true,false
784,784,4,4700622,8251540,approved,true,false
785,785,7,7721647,3585062,rejected,true,false
786,786,6,6588364,6056699,rejected,false,true
787,787,2,3440730,6230518,approved,true,true
788,788,9,829970,9082214,approved,true,true
789,789,8,6046588,3003906,rejected,false,true
790,790,10,9452832,7249164,approved,true,false
791,791,1,1636643,6435180,rejected,false,false
792,792,2,9288933,3896778,rejected,false,false
793,793,10,2936063,8455129,approved,false,true
794,794,1,214534,1548382,rejected,false,false
795,795,8,5185692,7220310,rejected,false,false
796,796,5,7647014,5995398,approved,false,true
797,797,8,9295214,139532,rejected,true,true
798,798,4,417417,6334355,rejected,true,true
799,799,2,5467488,199004,approved,false,false
800,800,8,3132581,6038796,rejected,true,true
801,801,10,9818764,4965278,rejected,false,false
802,802,2,4778219,831458,approved,true,true
803,803,3,8659679,4558578,approved,true,false
804,804,5,3136221,2099735,rejected,false,false
805,805,2,8641676,9895933,approved,true,false
806,806,10,182012,9972002,approved,true,false
807,807,9,2995175,1965041,approved,true,true
808,808,10,5202120,3497035,rejected,false,true
809,809,6,3277492,6760330,rejected,true,false
810,810,1,409144,4247726,rejected,false,false
811,811,10,7738065,9177722,rejected,false,false
812,812,3,101608,3141913,rejected,false,false
813,813,7,5950328,3140676,rejected,false,true
814,814,10,9864692,5082981,rejected,false,false
815,815,10,3924555,6758323,approved,false,true
816,816,7,5154535,1972134,approved,false,false
817,817,6,2142773,8596079,rejected,false,false
818,818,6,9828990,2622626,rejected,true,false
819,819,9,4926571,7375366,rejected,true,true
820,820,1,3451696,7599634,approved,false,false
821,821,7,860183,8027248,rejected,true,true
822,822,9,241245,5883971,rejected,false,false
823,823,9,7778650,4210521,approved,false,false
824,824,2,6452190,3339308,approved,false,true
825,825,3,5773122,6884408,approved,true,true
826,826,7,7032936,7770220,rejected,true,true
827,827,1,9034634,7299990,approved,true,true
828,828,2,7358226,5675471,rejected,true,false
829,829,5,9044534,3973551,rejected,true,false
830,830,6,707774,9079867,rejected,true,false
831,831,7,2744162,6128693,approved,false,true
832,832,9,993334,310710,rejected,false,true
833,833,7,1339142,8490941,approved,false,true
834,834,4,2971305,3367319,approved,false,false
835,835,2,2782756,2404100,rejected,true,true
836,836,9,2566364,6599004,rejected,false,false
837,837,10,8449286,262250,approved,false,false
838,838,3,3748270,3021829,approved,true,true
839,839,3,9634277,182614,rejected,true,true
840,840,7,5887433,465885,approved,true,true
841,841,2,7270442,1659079,rejected,false,false
842,842,5,7924911,2331368,approved,true,true
843,843,5,3002320,3107153,approved,false,true
844,844,3,1139832,9197072,approved,true,false
845,845,5,8654815,3764876,rejected,false,false
846,846,6,1010985,4429945,approved,false,true
847,847,2,4419923,4601525,approved,false,false
848,848,2,4496231,2188247,rejected,true,true
849,849,5,5331185,8180934,rejected,true,true
850,850,7,8487770,9274980,approved,false,false
851,851,9,7971540,3852567,approved,false,true
852,852,8,2567638,9329990,rejected,false,false
853,853,3,3089709,4958115,rejected,false,false
854,854,8,6486151,2718269,rejected,true,false
855,855,8,5704254,1107202,approved,false,false
856,856,9,9753215,8201917,rejected,false,false
857,857,5,3268759,680239,approved,true,true
858,858,1,4294790,3255907,rejected,true,false
859,859,2,1507844,1981227,approved,true,true
860,860,4,9465621,9607784,rejected,false,true
861,861,3,1024226,4388693,rejected,false,true
862,862,3,4650388,3253792,rejected,true,false
863,863,3,2246733,4252421,approved,false,true
864,864,7,1969149,572712,rejected,true,true
865,865,3,6677324,2136215,rejected,false,false
866,866,4,5306662,5553189,approved,false,false
867,867,2,3888075,9801840,rejected,true,false
868,868,2,1060409,5132118,approved,false,true
869,869,6,7238058,8243004,rejected,false,false
870,870,7,529859,8574766,rejected,true,false
871,871,5,1043350,2815969,approved,true,true
872,872,7,1656129,1297445,rejected,false,false
873,873,8,3214026,9722691,approved,true,false
874,874,4,428912,4073998,rejected,true,true
875,875,10,8916157,9979598,rejected,true,true
876,876,10,4180140,7729258,rejected,false,false
877,877,1,6768779,7826668,rejected,true,true
878,878,6,295115,8185558,approved,false,true
879,879,9,7135580,6131904,rejected,false,true
880,880,9,1972057,2571795,approved,false,true
881,881,7,8112191,8200498,approved,true,true
882,882,8,1535670,4663645,approved,false,true
883,883,6,9405055,6360692,rejected,false,true
884,884,4,2973163,8217855,rejected,true,false
885,885,2,314340,1099820,rejected,true,false
886,886,10,8139107,8159082,rejected,false,true
887,887,3,9135092,5292363,rejected,true,true
888,888,1,657476,9440202,rejected,false,false
889,889,1,5702547,6669331,rejected,false,false
890,890,2,1566242,4591945,approved,false,true
891,891,8,5105284,2641167,approved,true,false
892,892,2,2661892,4885094,rejected,false,false
893,893,3,9802334,204569,rejected,false,false
894,894,4,3852456,1612617,rejected,false,true
895,895,7,8447697,7752422,rejected,false,false
896,896,3,2473501,7411225,rejected,true,true
897,897,4,3343278,3674556,approved,false,false
898,898,8,4485651,9211511,rejected,false,false
899,899,9,4159736,5130427,rejected,true,true
900,900,2,7692722,6961431,rejected,true,false
901,901,2,7430096,1155695,rejected,false,true
902,902,5,2747944,4818728,rejected,false,false
903,903,4,4448314,4963188,approved,true,true
904,904,6,4144957,3131617,rejected,false,true
905,905,9,2406404,8636659,rejected,false,false
906,906,4,2187244,5351100,rejected,false,true
907,907,6,7304978,7721951,rejected,true,true
908,908,2,2877577,1707204,rejected,false,true
909,909,5,3019663,9692846,approved,true,true
910,910,1,6724076,6665665,rejected,false,true
911,911,10,1063490,5900449,approved,false,true
912,912,2,1842556,9278609,rejected,false,false
913,913,1,7476030,1635362,rejected,false,true
914,914,10,1288063,8673802,approved,true,true
915,915,9,2254874,6155772,rejected,false,false
916,916,5,4144634,4880160,rejected,false,false
917,917,1,3157597,1075082,approved,true,false
918,918,1,5849587,1806386,approved,false,false
919,919,6,8085631,1849928,approved,false,false
920,920,8,615276,6445301,approved,true,false
921,921,7,6455303,4625418,rejected,false,false
922,922,8,1562717,910739,approved,false,true
923,923,3,2275881,1148824,rejected,false,true
924,924,9,7928643,9263335,rejected,true,true
925,925,5,3865022,6696065,rejected,true,true
926,926,4,4906038,2134278,rejected,false,true
927,927,6,3966883,1773645,approved,false,false
928,928,10,1787748,9369958,approved,false,true
929,929,7,8295842,8974602,rejected,true,true
930,930,7,5220220,619730,approved,false,false
931,931,6,1178764,9498398,approved,false,false
932,932,9,4141777,9535077,rejected,false,false
933,933,9,195606,6518250,rejected,true,true
934,934,5,3182584,5194951,rejected,true,true
935,935,5,1382457,9387703,rejected,true,true
936,936,6,121287,4209962,rejected,false,false
937,937,8,6580088,7874903,approved,true,true
938,938,5,7284523,9027711,approved,false,false
939,939,6,3911677,5963762,approved,true,true
940,940,5,2650161,3683837,approved,false,true
941,941,2,7304789,781426,approved,false,true
942,942,4,6727392,2885125,approved,false,true
943,943,4,2493495,2924225,approved,false,true
944,944,10,6736988,5044799,approved,true,true
945,945,9,8143590,4561443,rejected,false,true
946,946,10,4475883,6127958,approved,false,true
947,947,5,772124,4522725,approved,false,true
948,948,6,2918494,3288003,rejected,true,false
949,949,4,2371452,3991557,rejected,false,false
950,950,5,5520082,803701,approved,true,false
951,951,10,1342161,4980093,approved,true,false
952,952,4,8132467,5226291,approved,true,true
953,953,10,2999448,5631901,approved,false,false
954,954,7,1867982,4520969,approved,false,true
955,955,7,686445,1652776,rejected,true,true
956,956,6,9389989,6986034,approved,true,true
957,957,8,9751478,6697881,rejected,false,false
958,958,8,4016489,9178985,rejected,false,true
959,959,4,8391084,4002649,rejected,false,true
960,960,8,2455650,4015114,rejected,true,false
961,961,1,575220,7160516,approved,true,true
962,962,10,3549323,2831700,approved,false,false
963,963,5,4129209,4071041,rejected,true,true
964,964,5,9886899,2759883,approved,true,false
965,965,5,9161167,7066666,approved,false,true
966,966,1,5587024,3843265,approved,false,true
967,967,7,2640525,8570042,rejected,false,true
968,968,2,8711128,5825293,rejected,true,true
969,969,9,6121737,5536608,approved,false,true
970,970,3,1580559,960113,rejected,false,false
971,971,3,3616947,3089457,approved,true,true
972,972,10,9490028,3545761,approved,true,true
973,973,3,4939938,4224454,approved,false,true
974,974,4,6306231,4960933,rejected,true,false
975,975,8,926061,7118503,rejected,true,false
976,976,6,1152805,9326716,rejected,false,true
977,977,3,1137273,8457840,approved,false,true
978,978,3,9070434,1393460,approved,true,false
979,979,10,8437805,7607559,rejected,true,false
980,980,6,5704821,3157792,rejected,true,false
981,981,8,4591241,3989350,approved,true,true
982,982,3,8255353,3696662,approved,false,true
983,983,8,6892120,5329079,rejected,false,false
984,984,9,2624987,6621520,rejected,false,false
985,985,8,4284868,5678716,approved,true,false
986,986,8,9535301,4820035,approved,true,true
987,987,10,7989211,5218875,approved,false,true
988,988,1,3078929,1855039,approved,false,false
989,989,2,4466810,7090589,rejected,false,true
990,990,3,5266787,9105346,approved,true,false
991,991,6,9904833,3723451,approved,true,true
992,992,9,328636,2443789,approved,false,true
993,993,10,4902855,4123657,rejected,true,false
994,994,6,6261985,3239556,rejected,false,true
995,995,3,1677147,3389529,approved,true,false
996,996,2,4905394,5055990,rejected,true,true
997,997,8,9398412,5579725,approved,false,false
998,998,6,3610377,6744072,approved,false,false
999,999,2,1332736,3258872,approved,false,false
1000,1000,7,3530770,5726425,rejected,false,true
